,country,time,"luminosity,pixel"
1271,saudiarab,201802,"(0, 0)"
1272,uk,201802,"(0, 0)"
1273,usa,201802,"(0, 0)"
1274,indonesia,201802,"(586745.3899662327, 42417.76240753277)"
1275,iran,201802,"(392632.41000432894, 41663.87286804132)"
1276,spain,201802,"(0, 0)"
1277,turkey,201802,"(0, 0)"
1278,brazil,201803,"(0, 0)"
1279,canada,201803,"(0, 0)"
1280,china,201803,"(33435085.922002874, 1205971.650753738)"
1281,france,201803,"(0, 0)"
1282,germany,201803,"(0, 0)"
1283,india,201803,"(15543056.653122975, 423035.333454483)"
1284,italy,201803,"(0, 0)"
1285,japan,201803,"(3906467.0399034675, 186556.67467860598)"
1286,korea,201803,"(175308.12993862294, 284137.1877959603)"
1287,mexico,201803,"(0, 0)"
1288,russia,201803,"(23567477.097368002, 54336.307248242294)"
1289,saudiarab,201803,"(0, 0)"
1290,uk,201803,"(0, 0)"
1291,usa,201803,"(0, 0)"
1292,indonesia,201803,"(959550.1602330506, 42592.88688763876)"
1293,iran,201803,"(399085.24965731427, 32008.110411734076)"
1294,spain,201803,"(0, 0)"
1295,turkey,201803,"(0, 0)"
1296,brazil,201804,"(0, 0)"
1297,canada,201804,"(0, 0)"
1298,china,201804,"(33847651.882354, 1398672.506491868)"
1299,france,201804,"(0, 0)"
1300,germany,201804,"(0, 0)"
1301,india,201804,"(17218825.015845586, 667113.1356800857)"
1302,italy,201804,"(0, 0)"
1303,japan,201804,"(3421535.9995930213, 189128.02026857858)"
1304,korea,201804,"(114081.50997223146, 178385.08227739707)"
1305,mexico,201804,"(0, 0)"
1306,russia,201804,"(386574.0498923883, 14665.794712806073)"
1307,saudiarab,201804,"(0, 0)"
1308,uk,201804,"(0, 0)"
1309,usa,201804,"(0, 0)"
1310,indonesia,201804,"(1063948.24821743, 115694.45825159075)"
1311,iran,201804,"(426818.04065568, 32213.068591048566)"
1312,spain,201804,"(0, 0)"
1313,turkey,201804,"(0, 0)"
1314,brazil,201805,"(0, 0)"
1315,canada,201805,"(0, 0)"
1316,china,201805,"(24966131.566915825, 511507.89236924745)"
1317,france,201805,"(0, 0)"
1318,germany,201805,"(0, 0)"
1319,india,201805,"(13899013.411258996, 878713.3414570628)"
1320,italy,201805,"(0, 0)"
1321,japan,201805,"(3142614.6896451786, 212386.66466057036)"
1322,korea,201805,"(25636.59998666495, 69139.80123974156)"
1323,mexico,201805,"(0, 0)"
1324,russia,201805,"(0, 0)"
1325,saudiarab,201805,"(0, 0)"
1326,uk,201805,"(0, 0)"
1327,usa,201805,"(0, 0)"
1328,indonesia,201805,"(838029.8698762618, 12892.232266173856)"
1329,iran,201805,"(423333.87007141486, 60483.12297614175)"
1330,spain,201805,"(0, 0)"
1331,turkey,201805,"(0, 0)"
1332,brazil,201807,"(0, 0)"
1333,canada,201807,"(0, 0)"
1334,china,201807,"(20873399.931119777, 1488425.8015862764)"
1335,france,201807,"(0, 0)"
1336,germany,201807,"(0, 0)"
1337,india,201807,"(8095477.124052364, 223569.2259480601)"
1338,italy,201807,"(0, 0)"
1339,japan,201807,"(2542843.089821225, 319255.28992203204)"
1340,korea,201807,"(0, 0)"
1341,mexico,201807,"(0, 0)"
1342,russia,201807,"(0, 0)"
1343,saudiarab,201807,"(0, 0)"
1344,uk,201807,"(0, 0)"
1345,usa,201807,"(0, 0)"
1346,indonesia,201807,"(853894.4299941584, 66599.83378330818)"
1347,iran,201807,"(411683.3898791503, 26658.225610009373)"
1348,spain,201807,"(0, 0)"
1349,turkey,201807,"(0, 0)"
1350,brazil,201808,"(0, 0)"
1351,canada,201808,"(0, 0)"
1352,china,201808,"(29243455.772427525, 498432.9318735252)"
1353,france,201808,"(0, 0)"
1354,germany,201808,"(0, 0)"
1355,india,201808,"(9878446.533727542, 294652.8119167012)"
1356,italy,201808,"(0, 0)"
1357,japan,201808,"(3439275.7400435824, 142511.42340427643)"
1358,korea,201808,"(208316.3901545871, 184350.78142525099)"
1359,mexico,201808,"(0, 0)"
1360,russia,201808,"(117501.29996896908, 70360.06047391568)"
1361,saudiarab,201808,"(0, 0)"
1362,uk,201808,"(0, 0)"
1363,usa,201808,"(0, 0)"
1364,indonesia,201808,"(921244.3801004775, 63417.46586571313)"
1365,iran,201808,"(381450.2096934654, 36335.73247674126)"
1366,spain,201808,"(0, 0)"
1367,turkey,201808,"(0, 0)"
1368,brazil,201809,"(0, 0)"
1369,canada,201809,"(0, 0)"
1370,china,201809,"(31558229.777035676, 403033.557710385)"
1371,france,201809,"(0, 0)"
1372,germany,201809,"(0, 0)"
1373,india,201809,"(13600265.992781218, 521190.769776288)"
1374,italy,201809,"(0, 0)"
1375,japan,201809,"(3050488.2097779214, 215070.73384224565)"
1376,korea,201809,"(169987.14013670757, 67028.78852249333)"
1377,mexico,201809,"(0, 0)"
1378,russia,201809,"(4133090.683647556, 55067.89852069891)"
1379,saudiarab,201809,"(0, 0)"
1380,uk,201809,"(0, 0)"
1381,usa,201809,"(0, 0)"
1382,indonesia,201809,"(495196.2798571717, 36834.08705184166)"
1383,iran,201809,"(433076.0402352661, 42269.65122061484)"
1384,spain,201809,"(0, 0)"
1385,turkey,201809,"(0, 0)"
1386,brazil,201810,"(0, 0)"
1387,canada,201810,"(0, 0)"
1388,china,201810,"(38154706.65076416, 517425.47231773386)"
1389,france,201810,"(0, 0)"
1390,germany,201810,"(0, 0)"
1391,india,201810,"(15061828.422539253, 193507.53526167478)"
1392,italy,201810,"(0, 0)"
1393,japan,201810,"(3437137.390153572, 436167.3836901316)"
1394,korea,201810,"(279845.01104970276, 264162.96464551456)"
1395,mexico,201810,"(0, 0)"
1396,russia,201810,"(29033932.41739352, 29832.8661189054)"
1397,saudiarab,201810,"(0, 0)"
1398,uk,201810,"(0, 0)"
1399,usa,201810,"(0, 0)"
1400,indonesia,201810,"(372237.760055311, 28729.43795846545)"
1401,iran,201810,"(467737.6508940533, 56817.90819811829)"
1402,spain,201810,"(0, 0)"
1403,turkey,201810,"(0, 0)"
1404,brazil,201811,"(0, 0)"
1405,canada,201811,"(0, 0)"
1406,china,201811,"(38969102.75032183, 617288.096884534)"
1407,france,201811,"(0, 0)"
1408,germany,201811,"(0, 0)"
1409,india,201811,"(16828178.422629233, 651217.2967827166)"
1410,italy,201811,"(0, 0)"
1411,japan,201811,"(3445419.010037074, 64185.16603544828)"
1412,korea,201811,"(211512.22981147096, 166129.79217310087)"
1413,mexico,201811,"(0, 0)"
1414,russia,201811,"(102264124.93145624, 87430.87612199815)"
1415,saudiarab,201811,"(0, 0)"
1416,uk,201811,"(0, 0)"
1417,usa,201811,"(0, 0)"
1418,indonesia,201811,"(453431.9498695079, 31038.42407734936)"
1419,iran,201811,"(449094.7705376595, 73161.38408839132)"
1420,spain,201811,"(0, 0)"
1421,turkey,201811,"(0, 0)"
1422,brazil,201812,"(0, 0)"
1423,canada,201812,"(0, 0)"
1424,china,201812,"(31289822.31338302, 940270.7511063648)"
1425,france,201812,"(0, 0)"
1426,germany,201812,"(0, 0)"
1427,india,201812,"(14224852.425358607, 395978.0899034622)"
1428,italy,201812,"(0, 0)"
1429,japan,201812,"(4199669.759529188, 201355.56344890114)"
1430,korea,201812,"(158889.290324416, 127192.19413698913)"
1431,mexico,201812,"(0, 0)"
1432,russia,201812,"(84339048.45606592, 144426.39124810311)"
1433,saudiarab,201812,"(0, 0)"
1434,uk,201812,"(0, 0)"
1435,usa,201812,"(0, 0)"
1436,indonesia,201812,"(297827.18985377625, 9684.787142139181)"
1437,iran,201812,"(304566.2798824683, 37527.23663341861)"
1438,spain,201812,"(0, 0)"
1439,turkey,201812,"(0, 0)"
1440,brazil,201901,"(0, 0)"
1441,canada,201901,"(0, 0)"
1442,china,201901,"(30754571.369752496, 334309.57595008233)"
1443,france,201901,"(0, 0)"
1444,germany,201901,"(0, 0)"
1445,india,201901,"(13905590.355057927, 790154.5248347755)"
1446,italy,201901,"(0, 0)"
1447,japan,201901,"(4471402.539558072, 531556.4742034576)"
1448,korea,201901,"(182275.80989833362, 139819.51062459237)"
1449,mexico,201901,"(0, 0)"
1450,russia,201901,"(111974092.50325766, 104297.19069185028)"
1451,saudiarab,201901,"(0, 0)"
1452,uk,201901,"(0, 0)"
1453,usa,201901,"(0, 0)"
1454,indonesia,201901,"(449648.35966964625, 8282.53610018896)"
1455,iran,201901,"(277773.1199916173, 54536.60649853892)"
1456,spain,201901,"(0, 0)"
1457,turkey,201901,"(0, 0)"
1458,brazil,201902,"(0, 0)"
1459,canada,201902,"(0, 0)"
1460,china,201902,"(34870982.784346506, 486430.71158941067)"
1461,france,201902,"(0, 0)"
1462,germany,201902,"(0, 0)"
1463,india,201902,"(14940666.644665845, 835674.5407680196)"
1464,italy,201902,"(0, 0)"
1465,japan,201902,"(4294456.219591349, 124941.46705722745)"
1466,korea,201902,"(183263.23990209214, 114801.47309223705)"
1467,mexico,201902,"(0, 0)"
1468,russia,201902,"(114229362.43781826, 143487.3694510298)"
1469,saudiarab,201902,"(0, 0)"
1470,uk,201902,"(0, 0)"
1471,usa,201902,"(0, 0)"
1472,indonesia,201902,"(757726.5300596897, 20412.978297535523)"
1473,iran,201902,"(342238.3702170141, 56427.68118112499)"
1474,spain,201902,"(0, 0)"
1475,turkey,201902,"(0, 0)"
1476,brazil,201903,"(0, 0)"
1477,canada,201903,"(0, 0)"
1478,china,201903,"(37367548.83669858, 820271.849802174)"
1479,france,201903,"(0, 0)"
1480,germany,201903,"(0, 0)"
1481,india,201903,"(16350002.462072803, 1016249.4699395286)"
1482,italy,201903,"(0, 0)"
1483,japan,201903,"(3843030.1399834473, 206709.77989551087)"
1484,korea,201903,"(197866.0996836573, 121166.06349974645)"
1485,mexico,201903,"(0, 0)"
1486,russia,201903,"(42754261.11657102, 55247.038893248704)"
1487,saudiarab,201903,"(0, 0)"
1488,uk,201903,"(0, 0)"
1489,usa,201903,"(0, 0)"
1490,indonesia,201903,"(936237.1502553988, 35410.93908740891)"
1491,iran,201903,"(400630.82984595, 60676.8329601033)"
1492,spain,201903,"(0, 0)"
1493,turkey,201903,"(0, 0)"
1494,brazil,201904,"(0, 0)"
1495,canada,201904,"(0, 0)"
1496,china,201904,"(33050747.298095442, 786215.4116325474)"
1497,france,201904,"(0, 0)"
1498,germany,201904,"(0, 0)"
1499,india,201904,"(16362302.192880217, 935913.9704367227)"
1500,italy,201904,"(0, 0)"
1501,japan,201904,"(3384480.8196937237, 102565.95073323578)"
1502,korea,201904,"(134078.18011668324, 91199.79590666771)"
1503,mexico,201904,"(0, 0)"
1504,russia,201904,"(1316392.2600994557, 31339.59326724144)"
1505,saudiarab,201904,"(0, 0)"
1506,uk,201904,"(0, 0)"
1507,usa,201904,"(0, 0)"
1508,indonesia,201904,"(982042.0803293306, 61619.09448006157)"
1509,iran,201904,"(413677.6599895656, 63259.60455459799)"
1510,spain,201904,"(0, 0)"
1511,turkey,201904,"(0, 0)"
