year,country,pixels,luminosity,lum/pix
1994,Turkey,1708509,3916540,2.2923730574436543
1995,Turkey,1708509,2306944,1.3502673968940169
1996,Turkey,1708509,2230482,1.3055137549758298
1997,Turkey,1708509,3972755,2.325276015519965
1998,Turkey,1708509,4791385,2.804424793782181
1999,Turkey,1708509,4729527,2.768218955826396
2000,Turkey,1708509,5882999,3.4433526542734043
2001,Turkey,1708509,4665630,2.730819679615384
2002,Turkey,1708509,5422081,3.1735747368026743
2003,Turkey,1708509,4152312,2.4303717451883484
2004,Turkey,1708509,5135249,3.0056903416955953
2005,Turkey,1708509,4530334,2.6516301640787376
2006,Turkey,1708509,4953675,2.8994140504966612
2007,Turkey,1708509,6068579,3.5519736799747617
2008,Turkey,1708509,3619400,2.1184553315200563
2009,Turkey,1708509,2871427,1.6806624957784828
2010,Turkey,1708509,4887165,2.8604853705775035
2011,Turkey,1708509,4449387,2.6042514262435845
2012,Turkey,1708509,5388944,3.154179462911814
2013,Turkey,1708509,5035137,2.9470942207503734
1992,Turkmenistan,1516613,302532,0.19947870682896693
1993,Turkmenistan,1516613,288847,0.19045531061648555
1994,Turkmenistan,1516613,630007,0.41540392967751166
1995,Turkmenistan,1516613,347549,0.22916129559749257
1996,Turkmenistan,1516613,353054,0.23279109436619624
1997,Turkmenistan,1516613,586651,0.3868165444975086
1998,Turkmenistan,1516613,785708,0.5180675623906692
1999,Turkmenistan,1516613,768646,0.5068174939816552
2000,Turkmenistan,1516613,868686,0.5727802676094692
2001,Turkmenistan,1516613,918088,0.6053541674771349
2002,Turkmenistan,1516613,1053598,0.6947045818544348
2003,Turkmenistan,1516613,906217,0.5975268575437505
2004,Turkmenistan,1516613,975969,0.6435188146217921
2005,Turkmenistan,1516613,936722,0.6176407560795009
2006,Turkmenistan,1516613,894846,0.5900292296057069
2007,Turkmenistan,1516613,953762,0.6288763184807199
2008,Turkmenistan,1516613,559190,0.3687097499493938
2009,Turkmenistan,1516613,428365,0.2824484558684384
2010,Turkmenistan,1516613,775481,0.5113242468579657
2011,Turkmenistan,1516613,658716,0.4343336104859974
2012,Turkmenistan,1516613,699834,0.46144533905485446
2013,Turkmenistan,1516613,696030,0.45893711843430063
1992,Uganda,448020,13849,0.030911566447926433
1993,Uganda,448020,20015,0.04467434489531717
1994,Uganda,448020,39640,0.08847819293781528
1995,Uganda,448020,27744,0.061925806883621266
1996,Uganda,448020,33541,0.07486496138565242
1997,Uganda,448020,51871,0.11577831346814875
1998,Uganda,448020,56175,0.12538502745413152
1999,Uganda,448020,51320,0.11454845765814026
2000,Uganda,448020,63501,0.1417369760278559
2001,Uganda,448020,71321,0.15919155394848444
2002,Uganda,448020,75968,0.16956385875630553
2003,Uganda,448020,53403,0.11919780366947905
2004,Uganda,448020,61547,0.13737556359091113
2005,Uganda,448020,49876,0.11132538725949734
2006,Uganda,448020,44982,0.10040176777822418
2007,Uganda,448020,49670,0.11086558635775189
2008,Uganda,448020,32011,0.07144993527074685
2009,Uganda,448020,31850,0.07109057631355743
2010,Uganda,448020,56089,0.12519307173786884
2011,Uganda,448020,47524,0.10607562162403464
2012,Uganda,448020,52029,0.11613097629570109
2013,Uganda,448020,54732,0.12216418909870096
1992,United Kingdom,1158704,6385337,5.510757708612381
1993,United Kingdom,1158704,6329686,5.462729049006477
1994,United Kingdom,1158704,12894362,11.128262265427582
1995,United Kingdom,1158704,6917584,5.9701045305789915
1996,United Kingdom,1158704,6561697,5.6629622405722255
1997,United Kingdom,1158704,13078675,11.287330500283074
1998,United Kingdom,1158704,12970531,11.193998639859705
1999,United Kingdom,1158704,13588053,11.72694061641282
2000,United Kingdom,1158704,13400326,11.56492598627432
2001,United Kingdom,1158704,13135506,11.336377539043621
2002,United Kingdom,1158704,12278614,10.596851309739156
2003,United Kingdom,1158704,11861248,10.236650602742374
2004,United Kingdom,1158704,11738143,10.130406902884602
2005,United Kingdom,1158704,11132038,9.607318176169237
2006,United Kingdom,1158704,11386409,9.826848789682266
2007,United Kingdom,1158704,12315323,10.628532394813515
2008,United Kingdom,1158704,6114055,5.276632340960245
2009,United Kingdom,1158704,6091105,5.256825729435645
2010,United Kingdom,1158704,8604536,7.426000082851186
2011,United Kingdom,1158704,6305592,5.441935127521783
2012,United Kingdom,1158704,6740901,5.817621238901394
2013,United Kingdom,1158704,6558518,5.660218658086966
1992,United States,79178520,58567002,0.7396829594693106
1993,United States,79178520,61789238,0.7803787946528933
1994,United States,79178520,121158781,1.5301975965198642
1995,United States,79178520,66806796,0.8437489864675419
1996,United States,79178520,67212741,0.8488759451426978
1997,United States,79178520,121546641,1.5350961472884312
1998,United States,79178520,123283734,1.5570350898198149
1999,United States,79178520,131449397,1.6601648654205712
2000,United States,79178520,143256101,1.8092798526671123
2001,United States,79178520,130205656,1.6444568046990522
2002,United States,79178520,131823855,1.6648941531112227
2003,United States,79178520,114614916,1.447550623578213
2004,United States,79178520,116753244,1.4745570389545044
2005,United States,79178520,111351006,1.406328458778972
2006,United States,79178520,113171209,1.42931705467594
2007,United States,79178520,124798623,1.576167665169796
2008,United States,79178520,67156632,0.8481673059814707
2009,United States,79178520,63839473,0.8062726229285417
2010,United States,79178520,84604863,1.0685330188035846
2011,United States,79178520,71740388,0.9060587139037204
2012,United States,79178520,70121285,0.8856099482536425
2013,United States,79178520,72429916,0.9147672373770058
1992,Uzbekistan,2085798,1199931,0.5752862933035702
1993,Uzbekistan,2085798,1141622,0.5473310454799554
1994,Uzbekistan,2085798,2314161,1.109484715202527
1995,Uzbekistan,2085798,1375336,0.6593812056584578
1996,Uzbekistan,2085798,1343105,0.6439286067011283
1997,Uzbekistan,2085798,2226284,1.0673535979994229
1998,Uzbekistan,2085798,2575967,1.2350031019302923
1999,Uzbekistan,2085798,2152843,1.0321435728675548
2000,Uzbekistan,2085798,2229091,1.068699365902163
2001,Uzbekistan,2085798,2403503,1.1523182014749271
2002,Uzbekistan,2085798,2903088,1.3918356427611878
2003,Uzbekistan,2085798,2038407,0.9772791996156867
2004,Uzbekistan,2085798,2181933,1.0460902733630006
2005,Uzbekistan,2085798,2105193,1.0092985993849837
2006,Uzbekistan,2085798,2209510,1.0593115920141836
2007,Uzbekistan,2085798,2365732,1.1342095447401905
2008,Uzbekistan,2085798,1233392,0.5913285946194214
2009,Uzbekistan,2085798,922783,0.442412448377072
2010,Uzbekistan,2085798,1588489,0.7615737477934105
2011,Uzbekistan,2085798,1157408,0.55489937184713
2012,Uzbekistan,2085798,1179890,0.5656779803221597
2013,Uzbekistan,2085798,1146421,0.5496318435438139
1992,Vietnam,1524831,174865,0.11467828238014574
1993,Vietnam,1524831,214150,0.14044179322167505
1994,Vietnam,1524831,448982,0.29444705675579785
1995,Vietnam,1524831,306196,0.20080651560730337
1996,Vietnam,1524831,288891,0.18945771695355093
1997,Vietnam,1524831,772595,0.5066758217795939
1998,Vietnam,1524831,877226,0.5752939178177778
1999,Vietnam,1524831,1014777,0.6655012916185465
2000,Vietnam,1524831,1169441,0.7669315484797987
2001,Vietnam,1524831,1321075,0.8663746998847741
2002,Vietnam,1524831,1491081,0.9778663996206792
2003,Vietnam,1524831,1399549,0.9178387637711982
2004,Vietnam,1524831,1524322,0.9996661925157607
2005,Vietnam,1524831,1418721,0.9304119604074157
2006,Vietnam,1524831,1654686,1.085160257103902
2007,Vietnam,1524831,1750710,1.148133793187573
2008,Vietnam,1524831,948335,0.621927938243648
2009,Vietnam,1524831,901809,0.5914157044288842
2010,Vietnam,1524831,1654902,1.0853019121463297
2011,Vietnam,1524831,1290408,0.8462629629119555
2012,Vietnam,1524831,1406672,0.9225101011194028
2013,Vietnam,1524831,1567793,1.0281749256147075
