country,year,pixels,luminosity,lum/pix,lum_growth,population,gdpgrowth
Armenia,1992.0,106304.0,32556.0,0.3062537627934979,32555.0,3442817,-41.80000274
Armenia,1993.0,106304.0,40362.0,0.3796846779048766,0.23977147069664576,3363108,-8.799998794
Armenia,1994.0,106304.0,63429.0,0.5966755719446116,0.5715028987661662,3283667,5.400002783
Armenia,1995.0,106304.0,28877.0,0.2716454695966285,-0.5447350580964543,3217348,6.899998416
Armenia,1996.0,106304.0,41219.0,0.387746462974112,0.4273989680368459,3168221,5.865400751
Armenia,1997.0,106304.0,91015.0,0.8561766255267911,1.208083650743589,3133089,3.321079698
Armenia,1998.0,106304.0,111088.0,1.0450030102347982,0.2205460638356315,3108687,7.299999989
Armenia,1999.0,106304.0,75796.0,0.7130117399157134,-0.3176940803687167,3089022,3.300000002
Armenia,2000.0,106304.0,101604.0,0.9557871763997592,0.3404929020001056,3069591,5.9
Armenia,2001.0,106304.0,91432.0,0.8600993377483444,-0.10011416873351443,3050687,9.6
Armenia,2002.0,106304.0,114368.0,1.0758579169175195,0.2508530930090121,3033978,13.2
Armenia,2003.0,106304.0,106785.0,1.0045247591812159,-0.06630351147174035,3017932,14.0
Armenia,2004.0,106304.0,114414.0,1.0762906381697772,0.07144261834527321,3000720,10.5
Armenia,2005.0,106304.0,128269.0,1.2066243979530404,0.12109532050273568,2981269,13.9
Armenia,2006.0,106304.0,135745.0,1.2769510084286575,0.05828376302925883,2958307,13.2
Armenia,2007.0,106304.0,166570.0,1.5669212823600245,0.2270801871155476,2932618,13.7
Armenia,2008.0,106304.0,107041.0,1.0069329470198676,-0.357381281143063,2907618,6.9
